X,Y,fid,full_id,osm_id,osm_type,amenity,operator,name:te,name,healthcare,layer,path
78.4819903,17.467585,"415",n6504107685,"6504107685",node,hospital,,,Pavithra Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3841534,17.4997851,"416",n6504110557,"6504110557",node,hospital,,,Rainbow Childrens Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5136256,17.398678,"417",n6504123689,"6504123689",node,hospital,,,Shantilal Navodaya Multi Speciality Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5099286,17.3941335,"418",n6504150659,"6504150659",node,hospital,,,Tilaknagar ABHAYA-BBC HOSPITAL,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4093373,17.4920026,"419",n6504154905,"6504154905",node,hospital,,,Sumana Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4492117,17.4407735,"420",n6504255627,"6504255627",node,hospital,,,Bhavika Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3899282,17.4853224,"421",n6504261883,"6504261883",node,hospital,,,Icon Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4510457,17.4251451,"422",n6504269305,"6504269305",node,hospital,,,Sree Srinivasa ENT Care and Research Institute,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4053522,17.494147,"423",n6504284028,"6504284028",node,hospital,,,Kavya Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4523016,17.4575848,"424",n6504286989,"6504286989",node,hospital,,,Peoples Health Centre,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5666549,17.4004716,"425",n6505167632,"6505167632",node,hospital,,,Shiva Sai Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3600202,17.4947648,"426",n6505170700,"6505170700",node,hospital,,,Shilpa Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4842937,17.3978302,"427",n6505184710,"6505184710",node,hospital,,,Dr. P. Siva Reddy Eye Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5005438,17.3702559,"428",n6505187568,"6505187568",node,hospital,,,KIMS BIBI Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.509658,17.3727325,"429",n6505207797,"6505207797",node,hospital,,,K.G.H The Family Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4503329,17.4305671,"430",n6505218409,"6505218409",node,hospital,,,Dr.Rao's ENT Super Speciality Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5008154,17.3710405,"431",n6505303419,"6505303419",node,hospital,,,Pushpa Maternity and Nursing Home,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4837787,17.4759595,"432",n6505307085,"6505307085",node,hospital,,,Ramya Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4567943,17.3452876,"433",n6505322583,"6505322583",node,hospital,,,Care Well Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5575941,17.3398185,"434",n6505329556,"6505329556",node,hospital,,,Raksha Multi Speciality Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4728447,17.3967872,"435",n6505352702,"6505352702",node,hospital,,,Neo Retina Eye Care,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5077295,17.3724317,"436",n6505370525,"6505370525",node,hospital,,,Spark Eye Care Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5358806,17.3719492,"437",n6505386986,"6505386986",node,hospital,,,Ganga Orthopaedic and Maternity Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4016588,17.4948223,"438",n6505444434,"6505444434",node,hospital,,,Varsha Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5630205,17.4776666,"439",n6505447806,"6505447806",node,hospital,,,Vasan Eye Care,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3890216,17.4858827,"440",n6505485733,"6505485733",node,hospital,,,Sagar Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5168678,17.3689017,"441",n6505499664,"6505499664",node,hospital,,,Midas ENT Head and Neck Super Speciality Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5034782,17.45035,"442",n6505503898,"6505503898",node,hospital,,,Lions Patny Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4271117,17.4299337,"443",n6505507940,"6505507940",node,hospital,,,Seethal Nursing Home,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4367287,17.3837869,"444",n6505516403,"6505516403",node,hospital,,,Dharani Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4843661,17.3982154,"445",n6505528362,"6505528362",node,hospital,,,Desai Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5095681,17.503255,"446",n6505550308,"6505550308",node,hospital,,,Prashamsha Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5100617,17.4030515,"447",n6505556901,"6505556901",node,hospital,,,NEO BBC Childrens Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5007772,17.4591328,"448",n6505570504,"6505570504",node,hospital,,,Soumya Multispeciality Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5314,17.3900901,"449",n6505593241,"6505593241",node,hospital,,,Sri Gayatri Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4801885,17.3855301,"450",n6505593801,"6505593801",node,hospital,,ఎఫ్ఎంఎస్ డెంటల్ హాస్పిటల్,FMS Dental Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5324286,17.4261322,"451",n6505613357,"6505613357",node,hospital,,,Suraksha Childrens Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5541297,17.4811326,"452",n6505671806,"6505671806",node,hospital,,,Prema Eye Care Centre,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4849052,17.4486471,"453",n6506106769,"6506106769",node,hospital,,,J S Mahaveer Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5043204,17.4422795,"454",n6507570343,"6507570343",node,hospital,,,The Dental Venue Multi Speciality Hospital (unit of Dr.Gowd’s),hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4013115,17.4915108,"455",n6507652189,"6507652189",node,hospital,,,Padmaavathi Netralaya,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4914961,17.4004729,"456",n6507797498,"6507797498",node,hospital,,,Mahesh Hospital And Research Foundation,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5072333,17.3403386,"457",n6507837294,"6507837294",node,hospital,,,Deccan College Of Medical Sciences,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.483151,17.3991381,"458",n6508501597,"6508501597",node,hospital,,,CDR Hospitals,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4971612,17.3758914,"459",n6508963155,"6508963155",node,hospital,,,Moosi Maternity and Genernal Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5508728,17.3676268,"460",n6510205415,"6510205415",node,hospital,,,Hyma Children's Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4388973,17.4306004,"461",n6510356260,"6510356260",node,hospital,,,Shree Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5027158,17.4466871,"462",n6510472444,"6510472444",node,hospital,,,Sai Jyothi Eye Institute,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.450353,17.4270433,"463",n6510503879,"6510503879",node,hospital,,,Little Star Children's Hospital (A Unit Of Thirumala Child Health Services Pvt. Ltd),,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5032415,17.4505451,"464",n6510820223,"6510820223",node,hospital,,,Basant Sahney Hospitals,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4831209,17.5218368,"465",n6511011214,"6511011214",node,hospital,,,RR Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5288881,17.345084,"466",n6511165512,"6511165512",node,hospital,,,Krishna Sai Multispeciality Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4630345,17.3995348,"467",n6511251151,"6511251151",node,hospital,,,Lazarus Hospitals,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.437815,17.447338,"468",n6511672655,"6511672655",node,hospital,,,Sowmya Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4481992,17.4900948,"469",n6512526669,"6512526669",node,hospital,,,Pulse Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.473135,17.3662637,"470",n6512822726,"6512822726",node,hospital,,,Gupta Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5151807,17.3497321,"471",n6512969319,"6512969319",node,hospital,,,Maruthi Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5092865,17.3512682,"472",n6513085407,"6513085407",node,hospital,,,Himabindu Multi Speciality Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4055095,17.4961817,"473",n6513113356,"6513113356",node,hospital,,,Tadla Eye Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4752171,17.3854802,"474",n6513234521,"6513234521",node,hospital,,,Kailash Diagnostic and Rehabilitation Center,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5062201,17.4504779,"475",n6513267731,"6513267731",node,hospital,,,Lions Dundoo Eye Institute,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4466797,17.4314653,"476",n6513323438,"6513323438",node,hospital,,,Image Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3848655,17.4016591,"477",n6513396181,"6513396181",node,hospital,,,Sri Balaji Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4840006,17.4002182,"478",n6513406843,"6513406843",node,hospital,,లక్ష్మి మెటర్నిటీ అండ్ నర్సింగ్ హోమ్,Lakshmi Maternity and Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5835349,17.4183783,"479",n6518192361,"6518192361",node,hospital,,,RBM Multi-Speciality Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5864131,17.4090144,"480",n6518297217,"6518297217",node,hospital,Dr Suman,,AVI Clinic,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4490681,17.4322118,"481",n6527671224,"6527671224",node,hospital,,,Disneys Medi-Kid Hospitals Pvt. Ltd,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5118319,17.4174357,"482",n6527832466,"6527832466",node,hospital,,,Akshaya Care Multi Speciality Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5452451,17.4150148,"483",n6527839627,"6527839627",node,hospital,,,Dr.Padmaja Fertility Centre and Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5195889,17.3473217,"484",n6528257924,"6528257924",node,hospital,,,Focus Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5541491,17.5130968,"485",n6528301302,"6528301302",node,hospital,,,Meenakshi Mother and Child Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5320289,17.370156,"486",n6528552348,"6528552348",node,hospital,,,Geeta Multispeciality Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5201099,17.3210258,"487",n6528554861,"6528554861",node,hospital,,,SV Multispeciality Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5732733,17.3320827,"488",n6528602779,"6528602779",node,hospital,,,Lakshmi Health Care Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5620603,17.3617057,"489",n6528604456,"6528604456",node,hospital,,,Sri Sai Balaji Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5469769,17.4227606,"490",n6528608362,"6528608362",node,hospital,,,Bapuji Maternity and Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5278568,17.3700395,"491",n6528632311,"6528632311",node,hospital,,,Abinav Orthopedic Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4685625,17.3623277,"492",n6530719501,"6530719501",node,hospital,,,Ganga Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4024782,17.4951345,"493",n6530722593,"6530722593",node,hospital,,,Sujatha Nursing Home,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4335503,17.5420919,"494",n6530741984,"6530741984",node,hospital,,,Suguna Sree Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4928083,17.3891213,"495",n6530750454,"6530750454",node,hospital,,,SVS Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4897466,17.3836896,"496",n6530758515,"6530758515",node,hospital,,,Vishwa Medi Care and Diagnostic Centre,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5685701,17.4524815,"497",n6530772004,"6530772004",node,hospital,,,Dhanunjaya Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3994983,17.4383029,"498",n6530792770,"6530792770",node,hospital,,,Live Life Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4514802,17.3903338,"499",n6531290879,"6531290879",node,hospital,,,Healing Touch Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5405564,17.5019044,"500",n6531328860,"6531328860",node,hospital,,,Jain Multi Speciality Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4663644,17.4458529,"501",n6531332945,"6531332945",node,hospital,,,Maxivision Eye Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5517687,17.4273708,"502",n6531352585,"6531352585",node,hospital,xyz,,Chandamama Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4178258,17.4293887,"503",n6531378729,"6531378729",node,hospital,,,Avis Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5613281,17.3208562,"504",n6531656648,"6531656648",node,hospital,,,Jaya Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5882561,17.331248,"505",n6531706878,"6531706878",node,hospital,,,Bhagyalatha Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5780563,17.3309842,"506",n6531743149,"6531743149",node,hospital,,,Anusha Maternity and Nursing Home,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5302386,17.369612,"507",n6531745861,"6531745861",node,hospital,,,Lakshmi Children's Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5346776,17.3692696,"508",n6531874857,"6531874857",node,hospital,,,G.B.R. Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5699487,17.3369064,"509",n6531924300,"6531924300",node,hospital,,,Sri Mahalaxmi Eye Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5692929,17.3362996,"510",n6531941189,"6531941189",node,hospital,,,Chaithanya Multi Speciality Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3088705,17.5046076,"511",n6532106149,"6532106149",node,hospital,,శ్రీ పల్లవి హాస్పిటల్,Sri Pallavi Hospital,doctor,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5128967,17.3495087,"512",n6532116388,"6532116388",node,hospital,,,Sri Rohini Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5292421,17.3696005,"513",n6532260599,"6532260599",node,hospital,,,Manju Sudha Multispeciality Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5261227,17.3295126,"514",n6532261279,"6532261279",node,hospital,,,Aruna Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.529845,17.3444401,"515",n6532267718,"6532267718",node,hospital,,,Sai Venkateshwara Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5209313,17.3693752,"516",n6532274757,"6532274757",node,hospital,,,TKR's IKON Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.535367,17.3665529,"517",n6532277404,"6532277404",node,hospital,,,Sri JRD Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3129877,17.5022005,"518",n6532278196,"6532278196",node,hospital,,,Sidhartha Nursing Home,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5340057,17.3716433,"519",n6532315949,"6532315949",node,hospital,,,Raghava Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5267378,17.3681674,"520",n6532327359,"6532327359",node,hospital,,,Harsha Neuro and General Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5213564,17.347104,"521",n6532327920,"6532327920",node,hospital,,,Padmaja Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5299851,17.3689234,"522",n6532335482,"6532335482",node,hospital,,,Anurag Orthopedic and Multispecial Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.531298,17.3334758,"523",n6532342640,"6532342640",node,hospital,,,Krishna Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5747552,17.3358644,"524",n6532347117,"6532347117",node,hospital,,,Rajya Lakshmi Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5206215,17.36803,"525",n6532348899,"6532348899",node,hospital,,సిగ్మా హాస్పిటల్స్,Sigma Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
