X,Y,fid,full_id,osm_id,osm_type,amenity,operator,name:te,name,healthcare,layer,path
78.3916647,17.4406857,"1",n349267517,"349267517",node,hospital,,,Vikram Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3860746,17.4444337,"2",n349270023,"349270023",node,hospital,,ఇమేజ్ హాస్పిటల్స్,Image Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4478775,17.4417142,"3",n513439512,"513439512",node,hospital,,అమీర్‌పేట ప్రభుత్వ ఆసుపత్రి,Ameerpet Government Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4480341,17.4422795,"4",n513439517,"513439517",node,hospital,,శ్రీ విజయ హాస్పిటల్స్,Sri Vijaya Hospitals,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4461255,17.4415414,"5",n538425761,"538425761",node,hospital,,శ్రీ ప్రియ మల్టీ స్పెషాలిటీ హాస్పిటల్,Sree Priya Multi Speciality Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4859878,17.3672265,"6",n626897112,"626897112",node,hospital,,,Rahmat Ali hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.512174,17.407574,"7",n634123949,"634123949",node,hospital,,,Satya Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.533452,17.4293162,"8",n665132280,"665132280",node,hospital,,,Innova Children's Heart Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5333362,17.4290954,"9",n665132281,"665132281",node,hospital,,,Apollo Clinic,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4645023,17.40681,"10",n726165655,"726165655",node,hospital,,,Vasavi ENT Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4570626,17.4036641,"11",n726240837,"726240837",node,hospital,,,Mahavir Hospital and Research Centre,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4814113,17.3985586,"12",n727283253,"727283253",node,hospital,,,Old Apollo Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4625295,17.4021334,"13",n728848279,"728848279",node,hospital,,,Krishna Children's Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3937323,17.4301742,"14",n827576106,"827576106",node,hospital,,,Arogyasree Health care trust,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4447966,17.3990359,"15",n893195080,"893195080",node,hospital,,,Surojini Devi Eye Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4454609,17.4156911,"16",n894082495,"894082495",node,hospital,,,Star Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4475692,17.4148145,"17",n894082503,"894082503",node,hospital,,,Rainbow Hospitals,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4793651,17.3921498,"18",n898965110,"898965110",node,hospital,,,Fernandez Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4984034,17.4556983,"19",n902311398,"902311398",node,hospital,,,Oxygen Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4778376,17.4693193,"20",n1050786520,"1050786520",node,hospital,,,,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4567398,17.4636217,"21",n1050844412,"1050844412",node,hospital,,,Remedy Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3673949,17.4629614,"22",n1215214084,"1215214084",node,hospital,,,LEAF HOSPITAL,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.364084,17.4535178,"23",n1224523179,"1224523179",node,hospital,,,Ambicare Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5354859,17.4512881,"24",n1435322433,"1435322433",node,hospital,,,L.K. Diagnostic,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5352525,17.4513853,"25",n1435322445,"1435322445",node,hospital,,,L.K. Hospitals,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5311968,17.451435,"26",n1438252866,"1438252866",node,hospital,,,Dental Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5301893,17.3688309,"27",n1504756065,"1504756065",node,hospital,,,Lakshmi Childrens Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4792005,17.3993955,"28",n1553576934,"1553576934",node,hospital,,అపోలో ఎమర్జెన్సీ హాస్పిటల్,Apollo Emergency Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5387483,17.3684777,"29",n1598149460,"1598149460",node,hospital,,,Omni Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3660584,17.4696017,"30",n1702266641,"1702266641",node,hospital,,,haritha hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4481619,17.4206569,"31",n1883475928,"1883475928",node,hospital,,కేర్ క్లినిక్,Care Clinic,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3903262,17.4856038,"32",n1985544651,"1985544651",node,hospital,,,Anupama Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4602059,17.4217792,"33",n2052640886,"2052640886",node,hospital,,,Anu Test Tube Centre,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3524066,17.4627567,"34",n2101693334,"2101693334",node,,,,,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4738814,17.4064283,"35",n2192962541,"2192962541",node,hospital,,హోప్ పిల్లల అసృపతి,Hope Children's Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4567382,17.4291646,"36",n2208162453,"2208162453",node,hospital,,,Swapna Health Care,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5450683,17.3594287,"37",n2217950153,"2217950153",node,hospital,,,OZONE HOSPITALS,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4566557,17.4211366,"38",n2352095456,"2352095456",node,hospital,,,Asian Institute of Gastroenterology,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3922011,17.4068493,"39",n2354679489,"2354679489",node,hospital,,,Matpathy Clinic,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3911608,17.4979039,"40",n2428125212,"2428125212",node,hospital,,,Lucid Clinic,clinic,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4998723,17.3746556,"41",n2429955121,"2429955121",node,hospital,,,Yashoda Super Speciality Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4128334,17.4155961,"42",n2583697972,"2583697972",node,,,,,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.412726,17.4155904,"43",n2583697979,"2583697979",node,,,,,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5306786,17.4255371,"44",n2583708951,"2583708951",node,hospital,,,"Tarnaka Flyover;TGSRTC Hospital",,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.457264,17.4184365,"45",n2607590422,"2607590422",node,hospital,,,Nova ENT Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3959947,17.4888555,"46",n2632328586,"2632328586",node,hospital,,,Mamata Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4753627,17.4036074,"47",n2710949939,"2710949939",node,hospital,,కిర్లోస్కర్ హాస్పిటల్,Kirloskar Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4894972,17.4089088,"48",n2712623077,"2712623077",node,hospital,,,ramesh eye care,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4888572,17.4118751,"49",n2712662990,"2712662990",node,hospital,,,Tapadia Medical Centre's Eashwar Lakshmi Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4816422,17.4073049,"50",n2715310633,"2715310633",node,hospital,,,K Prakash Rao (eye specialist),hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4821099,17.40696,"51",n2715310996,"2715310996",node,hospital,,,Radha Rani Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4852768,17.4103854,"52",n2779844594,"2779844594",node,hospital,,డెంటల్ కేర్,Dental Care,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4208721,17.4511937,"53",n2835226156,"2835226156",node,hospital,,,Sri Bhargavi Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4224934,17.4510973,"54",n2835658220,"2835658220",node,hospital,,,Jaiswal Multi Speciality Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4337319,17.4480669,"55",n2835659213,"2835659213",node,hospital,,,Government Ayurvedic Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4420946,17.4388238,"56",n3159027236,"3159027236",node,hospital,,,Raghava Multi Speciality Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4425646,17.4385124,"57",n3159027238,"3159027238",node,hospital,,,VCARE Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4406383,17.4390074,"58",n3166260336,"3166260336",node,hospital,,,Deepthi Diagnostics,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.549763,17.345698,"59",n3200948738,"3200948738",node,hospital,,,Healthcare Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5372101,17.3348812,"60",n3200948976,"3200948976",node,hospital,,,,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3901045,17.4976626,"61",n3207060834,"3207060834",node,hospital,,,Cygnus Institute of Gastroenterology Centre,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5542584,17.3526774,"62",n3384203436,"3384203436",node,hospital,,,hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5104248,17.3940456,"63",n3390837564,"3390837564",node,hospital,,,,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4469461,17.5113399,"64",n3390967828,"3390967828",node,hospital,,,Carewell Diabetes and General Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4431753,17.5220823,"65",n3391103941,"3391103941",node,hospital,,,Sigma Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5218514,17.44165,"66",n3506878894,"3506878894",node,hospital,,,Meena Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5120703,17.4289946,"67",n3533084115,"3533084115",node,hospital,,,Life Spring Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4333819,17.5439866,"68",n3534837998,"3534837998",node,hospital,,,Malla Reddy Narayana Multispeciality Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3916108,17.4160221,"69",n3541446144,"3541446144",node,hospital,,,Saraswathi Nursing Home,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4904751,17.4631717,"70",n3598267888,"3598267888",node,hospital,,,Janapareddy Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3660837,17.4599321,"71",n3619348034,"3619348034",node,hospital,,,Apoolo Clinic,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4388993,17.516119,"72",n3640604684,"3640604684",node,hospital,,,Childrens Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.448595,17.398766,"73",n3943900977,"3943900977",node,hospital,,,ayurvedic clinic,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4458137,17.3985187,"74",n3943909643,"3943909643",node,hospital,,,The crescent hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5048737,17.4395483,"75",n4187300504,"4187300504",node,hospital,,,Apollo Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.521976,17.4377225,"76",n4366549489,"4366549489",node,hospital,,,,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4161649,17.3983822,"77",n4413453793,"4413453793",node,hospital,,,RELIEF HOSPITAL,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4904614,17.4115391,"78",n4416373792,"4416373792",node,hospital,,,Jagadamba Hospitals,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4893402,17.4045834,"79",n4417145293,"4417145293",node,hospital,,,med plus,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4442572,17.4072675,"80",n4419091498,"4419091498",node,hospital,,,Century hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4139937,17.4249205,"81",n4422254585,"4422254585",node,hospital,,,Blood Bank,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4893121,17.4044822,"82",n4431246690,"4431246690",node,hospital,,,Med plus,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4447338,17.4072495,"83",n4432377490,"4432377490",node,hospital,,,CENTURY SUPER SPECIALITY HOSPITAL,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4875706,17.4009037,"84",n4436525395,"4436525395",node,hospital,,"వాసన్ హెల్త్ కేర్ ప్రైవేట్ లిమిటెడ్, హిమాయత్ నగర్","Vasan Healthcare Private Limited, Himayath Nagar",,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4488484,17.4269993,"85",n4451580789,"4451580789",node,hospital,,,,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4534763,17.4166539,"86",n4482541490,"4482541490",node,hospital,,,Asian Institute of Nephrology and Urology,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.450794,17.4396192,"87",n4486660717,"4486660717",node,hospital,,చల్లా హస్పిటల్,Challa Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5537805,17.3451071,"88",n4517094891,"4517094891",node,hospital,,శ్రేష్ట ఆరెంజ్ హాస్పిటల్స్,Shresta Orange Hospitals,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5581563,17.3412305,"89",n4576289992,"4576289992",node,hospital,,అమ్మ కంటి కేర్ హాస్పిటల్,AMMA EYE CARE HOSPITAL,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5576405,17.3416722,"90",n4576325189,"4576325189",node,hospital,,ఆక్సిజన్ అండ్ మెడిసిటీ హాస్పిటల్,OXYGEN AND Medicity Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4869976,17.4410398,"91",n4614088290,"4614088290",node,,,,Accidents & Emergency,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.469498,17.4444782,"92",n4614311358,"4614311358",node,hospital,,,Pace Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5588085,17.3418162,"93",n4625163789,"4625163789",node,hospital,,రేన్‌బో చిల్డ్రన్ హాస్పిటల్,Rainbow children Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.332226,17.4955259,"94",n4665371689,"4665371689",node,hospital,,,Vasan Eye Care Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3677443,17.466147,"95",n4679716389,"4679716389",node,hospital,,,KIMS HOSPITAL,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.327984,17.4928587,"96",n4693614990,"4693614990",node,hospital,,,Happy Children's Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3275773,17.4921861,"97",n4695632089,"4695632089",node,hospital,,,Vanaja Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.601832,17.4899292,"98",n4703894689,"4703894689",node,hospital,,,SUDHA Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.563899,17.3289104,"99",n4711614465,"4711614465",node,hospital,,,"Area Hospital, Vanasthalipuram",,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5043433,17.4439091,"100",n4715099192,"4715099192",node,hospital,,,Pushpagiri Eye Institute,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.337417,17.4959755,"101",n4716995091,"4716995091",node,hospital,,,Archana Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4599543,17.3448605,"102",n4972310519,"4972310519",node,hospital,Dr.Rehan Siddiqui,,Health Care Clinic,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4979892,17.4153976,"103",n5118590649,"5118590649",node,hospital,,,Guru Nanak Care Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4340161,17.4297764,"104",n5324874933,"5324874933",node,hospital,,,Tanvir Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.3587144,17.4422328,"105",n5405055776,"5405055776",node,hospital,,,Himagiri Hospital,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4317819,17.4170523,"106",n5430551035,"5430551035",node,,,,,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4151613,17.4160447,"107",n5513214876,"5513214876",node,,,,,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.4150789,17.4160557,"108",n5513214877,"5513214877",node,,,,,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5826543,17.4027495,"109",n5538998266,"5538998266",node,hospital,,,Spark Hospitals,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.5871698,17.405751,"110",n5539039096,"5539039096",node,hospital,,,"Surya Hospital, Hyderabad",,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.300147,17.5087613,"111",n5539102501,"5539102501",node,hospital,,,PANACEA MERIDIAN HOSPITAL,hospital,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
78.384027,17.498762,"112",n5563162636,"5563162636",node,hospital,,,S.V. Pooja Hospital,,hospital_points_layer — amenity_hospital_points,C:\Users\Lakshya\Desktop\project_root\qgis_project\hospital_points_layer.gpkg|layername=amenity_hospital_points
