X,Y,fid,id,left,top,right,bottom,row_index,col_index,pop_sum
78.5903470638817,17.3307485362551,"1126","3115",243400.374930186,1918249.57810952,244400.374930186,1917249.57810952,"42","48",13717.2072248459
78.5904649000279,17.3217173161821,"1127","3116",243400.374930186,1917249.57810952,244400.374930186,1916249.57810952,"43","48",9817.51448976994
78.5905826651262,17.3126860872014,"1128","3117",243400.374930186,1916249.57810952,244400.374930186,1915249.57810952,"44","48",3306.28207993507
78.5907003591928,17.3036548493172,"1129","3118",243400.374930186,1915249.57810952,244400.374930186,1914249.57810952,"45","48",6822.25493484735
78.5908179822437,17.2946236025336,"1130","3119",243400.374930186,1914249.57810952,244400.374930186,1913249.57810952,"46","48",4623.77323131263
78.5909355342953,17.2855923468548,"1131","3120",243400.374930186,1913249.57810952,244400.374930186,1912249.57810952,"47","48",3541.61431571841
78.5910530153635,17.2765610822852,"1132","3121",243400.374930186,1912249.57810952,244400.374930186,1911249.57810952,"48","48",9870.42617797852
78.5911704254645,17.2675298088288,"1133","3122",243400.374930186,1911249.57810952,244400.374930186,1910249.57810952,"49","48",5989.98964929581
78.5912877646143,17.2584985264899,"1134","3123",243400.374930186,1910249.57810952,244400.374930186,1909249.57810952,"50","48",4045.66173869371
78.5914049597708,17.2494679474738,"1135","3124",243400.374930186,1909249.57810952,244400.374930186,1908249.57810952,"51","48",2009.85491353273
78.5945561403624,17.2443480632275,"1136","3125",243400.374930186,1908249.57810952,244400.374930186,1907249.57810952,"52","48",149.160868145525
78.5886182488994,17.2425072021561,"1137","3125",243400.374930186,1908249.57810952,244400.374930186,1907249.57810952,"52","48",149.160868145525
78.5995151065066,17.3489240657275,"1138","3177",244400.374930186,1920249.57810952,245400.374930186,1919249.57810952,"40","49",1741.5223431848
78.5996326254992,17.3398928009778,"1139","3178",244400.374930186,1919249.57810952,245400.374930186,1918249.57810952,"41","49",6612.73787084222
78.5997500736881,17.3308615273179,"1140","3179",244400.374930186,1918249.57810952,245400.374930186,1917249.57810952,"42","49",13547.2246246338
78.5998674510895,17.3218302447519,"1141","3180",244400.374930186,1917249.57810952,245400.374930186,1916249.57810952,"43","49",8365.66136008501
78.5999847577194,17.312798953284,"1142","3181",244400.374930186,1916249.57810952,245400.374930186,1915249.57810952,"44","49",6788.76604390144
78.600101993594,17.3037676529185,"1143","3182",244400.374930186,1915249.57810952,245400.374930186,1914249.57810952,"45","49",887.827503994107
78.6002191587294,17.2947363436595,"1144","3183",244400.374930186,1914249.57810952,245400.374930186,1913249.57810952,"46","49",832.049532715231
78.6003362531415,17.2857050255112,"1145","3184",244400.374930186,1913249.57810952,245400.374930186,1912249.57810952,"47","49",925.771581783891
78.6004532768465,17.2766736984779,"1146","3185",244400.374930186,1912249.57810952,245400.374930186,1911249.57810952,"48","49",1795.34836284816
78.6005702298604,17.2676423625637,"1147","3186",244400.374930186,1911249.57810952,245400.374930186,1910249.57810952,"49","49",771.791705347598
78.6000667940161,17.2593879177505,"1148","3187",244400.374930186,1910249.57810952,245400.374930186,1909249.57810952,"50","49",767.728260070086
78.5984792502111,17.2496236058068,"1149","3188",244400.374930186,1909249.57810952,245400.374930186,1908249.57810952,"51","49",302.309849664569
78.5966690243989,17.2447085029738,"1150","3189",244400.374930186,1908249.57810952,245400.374930186,1907249.57810952,"52","49",0.632386521567165
78.6089191054519,17.3490367404884,"1151","3241",245400.374930186,1920249.57810952,246400.374930186,1919249.57810952,"40","50",1607.19885263592
78.6090361651304,17.3400054134777,"1152","3242",245400.374930186,1919249.57810952,246400.374930186,1918249.57810952,"41","50",4360.01542416215
78.609153154282,17.3309740775626,"1153","3243",245400.374930186,1918249.57810952,246400.374930186,1917249.57810952,"42","50",11980.0499666929
78.6092700729225,17.3219427327473,"1154","3244",245400.374930186,1917249.57810952,246400.374930186,1916249.57810952,"43","50",10683.0737781525
78.609386921068,17.312911379036,"1155","3245",245400.374930186,1916249.57810952,246400.374930186,1915249.57810952,"44","50",7603.1967959404
78.6095036987346,17.3038800164329,"1156","3246",245400.374930186,1915249.57810952,246400.374930186,1914249.57810952,"45","50",8788.82625842094
78.6096204059382,17.2948486449421,"1157","3247",245400.374930186,1914249.57810952,246400.374930186,1913249.57810952,"46","50",4464.25699071586
78.6097370426949,17.2858172645679,"1158","3248",245400.374930186,1913249.57810952,246400.374930186,1912249.57810952,"47","50",1496.73196792603
78.6098536090206,17.2767858753145,"1159","3249",245400.374930186,1912249.57810952,246400.374930186,1911249.57810952,"48","50",601.922932609916
78.6099701049313,17.2677544771861,"1160","3250",245400.374930186,1911249.57810952,246400.374930186,1910249.57810952,"49","50",886.352130681276
78.6102779684267,17.2602608525069,"1161","3251",245400.374930186,1910249.57810952,246400.374930186,1909249.57810952,"50","50",282.149828858674
78.6183231749402,17.3491489739292,"1162","3305",246400.374930186,1920249.57810952,247400.374930186,1919249.57810952,"40","51",725.717975214124
78.6184397752888,17.3401175849012,"1163","3306",246400.374930186,1919249.57810952,247400.374930186,1918249.57810952,"41","51",4560.74927087128
78.6185563053869,17.3310861869747,"1164","3307",246400.374930186,1918249.57810952,247400.374930186,1917249.57810952,"42","51",3153.31226754189
78.6186727652505,17.3220547801538,"1165","3308",246400.374930186,1917249.57810952,247400.374930186,1916249.57810952,"43","51",5540.37407681346
78.6187891548956,17.3130233644427,"1166","3309",246400.374930186,1916249.57810952,247400.374930186,1915249.57810952,"44","51",4587.12827470899
78.618905474338,17.3039919398457,"1167","3310",246400.374930186,1915249.57810952,247400.374930186,1914249.57810952,"45","51",2068.97297024727
78.619021723594,17.2949605063669,"1168","3311",246400.374930186,1914249.57810952,247400.374930186,1913249.57810952,"46","51",1199.39314201847
78.6191379026792,17.2859290640105,"1169","3312",246400.374930186,1913249.57810952,247400.374930186,1912249.57810952,"47","51",1710.37083315477
78.6192540116097,17.2768976127807,"1170","3313",246400.374930186,1912249.57810952,247400.374930186,1911249.57810952,"48","51",430.540135197341
78.6193700504013,17.2678661526816,"1171","3314",246400.374930186,1911249.57810952,247400.374930186,1910249.57810952,"49","51",1714.85797558725
78.6196706353422,17.2594250751206,"1172","3315",246400.374930186,1910249.57810952,247400.374930186,1909249.57810952,"50","51",367.540397398174
78.6240164221467,17.2543008078213,"1173","3316",246400.374930186,1909249.57810952,247400.374930186,1908249.57810952,"51","51",0.373782458296957
78.6277273146951,17.3492607660351,"1174","3369",247400.374930186,1920249.57810952,248400.374930186,1919249.57810952,"40","52",2270.90709412098
78.6278434556976,17.3402293152337,"1175","3370",247400.374930186,1919249.57810952,248400.374930186,1918249.57810952,"41","52",8809.43354415894
78.6279595267263,17.3311978555395,"1176","3371",247400.374930186,1918249.57810952,248400.374930186,1917249.57810952,"42","52",2778.83076051623
78.628075527797,17.3221663869568,"1177","3372",247400.374930186,1917249.57810952,248400.374930186,1916249.57810952,"43","52",7396.78777694702
78.6281914589257,17.3131349094898,"1178","3373",247400.374930186,1916249.57810952,248400.374930186,1915249.57810952,"44","52",2290.0869291015
78.6283073201282,17.3041034231425,"1179","3374",247400.374930186,1915249.57810952,248400.374930186,1914249.57810952,"45","52",258.020263299346
78.6284231114204,17.2950719279193,"1180","3375",247400.374930186,1914249.57810952,248400.374930186,1913249.57810952,"46","52",225.304792672396
78.6285388328182,17.2860404238243,"1181","3376",247400.374930186,1913249.57810952,248400.374930186,1912249.57810952,"47","52",774.999012261629
78.6286544843376,17.2770089108617,"1182","3377",247400.374930186,1912249.57810952,248400.374930186,1911249.57810952,"48","52",318.758912369609
78.6287700659942,17.2679773890357,"1183","3378",247400.374930186,1911249.57810952,248400.374930186,1910249.57810952,"49","52",745.77987139672
78.6371315244397,17.3493721167917,"1184","3433",248400.374930186,1920249.57810952,249400.374930186,1919249.57810952,"40","53",1805.31371518224
78.6372472060803,17.3403406044606,"1185","3434",248400.374930186,1919249.57810952,249400.374930186,1918249.57810952,"41","53",1118.48569331318
78.6373628180236,17.3313090832426,"1186","3435",248400.374930186,1918249.57810952,249400.374930186,1917249.57810952,"42","53",2441.83264532313
78.6374783602856,17.3222775531418,"1187","3436",248400.374930186,1917249.57810952,249400.374930186,1916249.57810952,"43","53",10419.4773359299
78.6375938328819,17.3132460141625,"1188","3437",248400.374930186,1916249.57810952,249400.374930186,1915249.57810952,"44","53",3804.12438732386
78.6377092358285,17.3042144663088,"1189","3438",248400.374930186,1915249.57810952,249400.374930186,1914249.57810952,"45","53",480.284312278032
78.6378245691412,17.2951829095849,"1190","3439",248400.374930186,1914249.57810952,249400.374930186,1913249.57810952,"46","53",171.684730857611
78.6379398328358,17.2861513439949,"1191","3440",248400.374930186,1913249.57810952,249400.374930186,1912249.57810952,"47","53",3868.94783452153
78.6380550269281,17.2771197695432,"1192","3441",248400.374930186,1912249.57810952,249400.374930186,1911249.57810952,"48","53",1755.58701743186
78.6381701514339,17.2680881862338,"1193","3442",248400.374930186,1911249.57810952,249400.374930186,1910249.57810952,"49","53",139.703218758106
78.6465358038975,17.3494830261845,"1194","3497",249400.374930186,1920249.57810952,250400.374930186,1919249.57810952,"40","54",3756.61443530023
78.6466510261603,17.3404514525676,"1195","3498",249400.374930186,1919249.57810952,250400.374930186,1918249.57810952,"41","54",1910.04381707311
78.6467661790024,17.3314198700695,"1196","3499",249400.374930186,1918249.57810952,250400.374930186,1917249.57810952,"42","54",1969.31869751215
78.6468812624397,17.3223882786944,"1197","3500",249400.374930186,1917249.57810952,250400.374930186,1916249.57810952,"43","54",6089.22078800201
78.6469962764879,17.3133566784466,"1198","3501",249400.374930186,1916249.57810952,250400.374930186,1915249.57810952,"44","54",2630.36250527203
78.6471112211628,17.3043250693301,"1199","3502",249400.374930186,1915249.57810952,250400.374930186,1914249.57810952,"45","54",1252.66227668524
78.6472260964801,17.2952934513492,"1200","3503",249400.374930186,1914249.57810952,250400.374930186,1913249.57810952,"46","54",1651.64632412791
78.6473409024557,17.286261824508,"1201","3504",249400.374930186,1913249.57810952,250400.374930186,1912249.57810952,"47","54",2374.30257026851
78.6559401527918,17.3495934941992,"1202","3561",250400.374930186,1920249.57810952,251400.374930186,1919249.57810952,"40","55",974.263655871153
78.6560549156609,17.3405618595402,"1203","3562",250400.374930186,1919249.57810952,251400.374930186,1918249.57810952,"41","55",657.231188721955
78.6561696093861,17.3315302160058,"1204","3563",250400.374930186,1918249.57810952,251400.374930186,1917249.57810952,"42","55",355.385773986578
78.6562842339829,17.3224985636003,"1205","3564",250400.374930186,1917249.57810952,251400.374930186,1916249.57810952,"43","55",1571.63622390479
78.6563987894672,17.3134669023276,"1206","3565",250400.374930186,1916249.57810952,251400.374930186,1915249.57810952,"44","55",824.326917842031
78.6565132758546,17.3044352321921,"1207","3566",250400.374930186,1915249.57810952,251400.374930186,1914249.57810952,"45","55",638.82188822329
78.6566276931608,17.2954035531979,"1208","3567",250400.374930186,1914249.57810952,251400.374930186,1913249.57810952,"46","55",401.125118982047
78.5336891123332,17.3481229866706,"1209","2729",237400.374930186,1920249.57810952,238400.374930186,1919249.57810952,"40","42",17609.9715309143
